level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	2	1	1	58	7	608	2337	71	58	92.808678	العربية
5	2	1	1	58	8	499	2337	99	58	92.572441	السعودية
5	2	1	1	58	9	423	2348	65	26	92.572441	وهيئة
5	2	1	1	58	10	351	2350	62	18	93.194061	الاتحاد
5	2	1	1	58	11	250	2350	91	24	93.172791	الجمركي
5	2	1	1	58	12	192	2350	49	24	91.196693	لدول‎
5	2	1	1	58	13	1098	2337	36	54	65.957504	all
5	2	1	1	58	14	2078	2341	110	24	57.647614	الاشتراكية.
5	2	1	1	58	15	1580	2347	1	40	66.191635	|
5	2	1	1	58	16	1502	2356	59	24	33.157661	عضواء
5	2	1	1	58	17	1422	2357	71	23	92.842484	وتجديد
5	2	1	1	58	18	1342	2357	71	23	93.016975	عضوية
5	2	1	1	58	19	1264	2356	69	23	92.009094	معالي
5	2	1	1	58	20	1153	2356	100	26	92.122047	المهندس‎
4	2	1	1	59	0	571	2387	1644	34	-1	
5	2	1	1	59	1	658	2383	59	42	91.888855	الخليج
5	2	1	1	59	2	571	2383	76	42	90.727493	العربية.‎
5	2	1	1	59	3	738	2383	38	42	80.693916	gal
5	2	1	1	59	4	1433	2384	76	41	38.481331	الجاسر,
5	2	1	1	59	5	1351	2384	71	41	92.471008	ومعالي
5	2	1	1	59	6	1262	2384	71	41	91.329651	الدكتور
5	2	1	1	59	7	1203	2384	47	41	92.628220	غسان
5	2	1	1	59	8	1167	2384	24	41	93.267975	بن
5	2	1	1	59	9	1047	2384	111	41	92.472443	عبدالرحمن
5	2	1	1	59	10	960	2393	2	27	47.212128	|
5	2	1	1	59	11	884	2383	51	42	36.049126	مجلس
5	2	1	1	59	12	790	2383	71	42	91.743042	التعاون‎
5	2	1	1	59	13	1521	2384	42	41	17.257019	poli
5	2	1	1	59	14	2093	2384	94	41	91.044838	الموافقة
5	2	1	1	59	15	2050	2384	34	41	90.599754	على
5	2	1	1	59	16	1983	2384	46	41	92.815186	إعلان
5	2	1	1	59	17	1926	2384	48	41	92.868095	نوايا
5	2	1	1	59	18	1883	2384	32	41	93.259315	بين
5	2	1	1	59	19	1824	2384	50	41	93.121986	وزارة
5	2	1	1	59	20	1742	2384	73	41	92.577019	الصناعة
5	2	1	1	59	21	1657	2395	73	26	92.808250	والثروة‎
5	2	1	1	59	22	2201	2392	14	28	86.645187	©
4	2	1	1	60	0	216	2428	1993	53	-1	
5	2	1	1	60	1	1401	2423	86	62	22.522919	والحكتور
5	2	1	1	60	2	1320	2423	74	62	83.418350	عبدالله
5	2	1	1	60	3	1293	2423	20	62	93.139297	بن
5	2	1	1	60	4	1180	2423	102	62	27.521858	عبدالردمن
5	2	1	1	60	5	1099	2423	69	62	50.539738	النملة»
5	2	1	1	60	6	1025	2423	63	62	35.226143	5416
5	2	1	1	60	7	961	2437	7	28	54.048584	@
5	2	1	1	60	8	866	2444	73	24	23.762543	تؤويض
5	2	1	1	60	9	788	2444	68	22	92.294815	معالي
5	2	1	1	60	10	739	2423	39	62	92.857826	وزير
5	2	1	1	60	11	657	2423	71	62	93.139786	الصناعة
5	2	1	1	60	12	572	2423	74	62	93.178116	والثروة
5	2	1	1	60	13	471	2437	172	31	89.339447	المعدنية
5	2	1	1	60	14	444	2437	19	31	93.302658	أو
5	2	1	1	60	15	409	2423	24	62	96.962326	من
5	2	1	1	60	16	343	2444	52	23	50.928173	ينيبه.
5	2	1	1	60	17	254	2442	78	26	78.960762	بالتباحث
5	2	1	1	60	18	212	2423	31	62	93.218468	مع‎
5	2	1	1	60	19	1498	2423	53	62	39.158173	«Juli
5	2	1	1	60	20	1580	2436	1	29	51.834900	|
5	2	1	1	60	21	2093	2434	94	35	57.605621	المعدنية
5	2	1	1	60	22	2057	2414	26	59	93.276253	في
5	2	1	1	60	23	1960	2434	227	35	92.888863	المملكة
5	2	1	1	60	24	1883	2414	67	59	92.869431	العربية
5	2	1	1	60	25	1769	2434	103	24	92.099045	السعودية
5	2	1	1	60	26	1696	2434	64	24	86.095695	ووزارة‎
5	2	1	1	60	27	2207	2437	2	27	60.945824	|
4	2	1	1	61	0	208	2459	2001	62	-1	
5	2	1	1	61	1	882	2470	58	46	73.248108	الجانب
5	2	1	1	61	2	787	2475	150	30	90.687874	الياباني
5	2	1	1	61	3	747	2470	30	46	93.285385	في
5	2	1	1	61	4	692	2470	41	46	92.814903	شأن
5	2	1	1	61	5	611	2480	72	27	92.107895	مشروع
5	2	1	1	61	6	542	2481	61	24	91.781517	مذكرة
5	2	1	1	61	7	480	2470	55	46	92.990303	تعاون
5	2	1	1	61	8	436	2470	33	46	93.285248	بين
5	2	1	1	61	9	376	2470	50	46	93.129189	وزارة
5	2	1	1	61	10	291	2481	243	24	92.498787	الصناعة
5	2	1	1	61	11	208	2479	73	26	92.177109	والثروة‎
5	2	1	1	61	12	1059	2463	156	54	10.086205	ne
5	2	1	1	61	13	1288	2483	7	34	73.514519	i
5	2	1	1	61	14	1349	2465	80	56	36.760506	ant
5	2	1	1	61	15	2115	2470	72	24	92.560234	الأعمال
5	2	1	1	61	16	2021	2470	84	24	92.366203	والتجارة
5	2	1	1	61	17	1988	2466	24	48	93.295181	في
5	2	1	1	61	18	1876	2470	229	24	92.285835	المملكة
5	2	1	1	61	19	1799	2470	73	18	92.973495	المتحدة
5	2	1	1	61	20	1707	2470	82	24	90.879295	لبريطانيا
5	2	1	1	61	21	1580	2470	1	28	23.003937	ا
5	2	1	1	61	22	1503	2459	59	62	91.978119	مجاس
5	2	1	1	61	23	1438	2469	50	48	0.000000	إدارع‎
5	2	1	1	61	24	2207	2470	2	28	62.265903	|
4	2	1	1	62	0	273	2499	1936	54	-1	
5	2	1	1	62	1	273	2519	78	24	45.338211	sail
5	2	1	1	62	2	360	2519	82	18	65.832977	ii
5	2	1	1	62	3	451	2519	63	24	44.351662	jg
5	2	1	1	62	4	802	2515	160	28	69.278404	المعدنيةخي
5	2	1	1	62	5	635	2519	156	24	23.245941	المملدةالعبية
5	2	1	1	62	6	523	2519	102	24	71.375961	السعودية‎
5	2	1	1	62	7	1002	2481	13	91	68.002892	9
5	2	1	1	62	8	1043	2520	72	33	38.149181	Sah
5	2	1	1	62	9	1189	2505	97	48	42.214340	vad
5	2	1	1	62	10	1295	2499	286	54	37.473488	سس‎
5	2	1	1	62	11	1909	2507	97	22	40.173576	Sill
5	2	1	1	62	12	2017	2507	72	24	49.517498	is
5	2	1	1	62	13	2099	2507	88	18	58.610504	bal
4	2	1	1	63	0	240	2541	1975	40	-1	
5	2	1	1	63	1	1240	2541	65	18	74.019707	من
5	2	1	1	63	2	1185	2541	30	20	0.000000	ريع
5	2	1	1	63	3	960	2549	2	27	75.221176	|
5	2	1	1	63	4	848	2545	90	40	91.763687	والصناعة
5	2	1	1	63	5	813	2545	23	40	92.539444	في
5	2	1	1	63	6	731	2545	70	40	92.570518	اليابان
5	2	1	1	63	7	691	2545	25	40	93.291466	في
5	2	1	1	63	8	631	2545	48	40	92.961212	مجال
5	2	1	1	63	9	543	2545	72	40	91.790878	التعدين
5	2	1	1	63	10	446	2545	85	40	91.131119	والموارد
5	2	1	1	63	11	340	2545	95	40	75.806473	المعدنية,
5	2	1	1	63	12	236	2545	93	40	92.090225	والتوقيع‎
5	2	1	1	63	13	1346	2547	51	11	21.822861	EEE
5	2	1	1	63	14	1458	2541	90	33	36.220951	EDS
5	2	1	1	63	15	2092	2544	96	41	89.945137	الموافقة
5	2	1	1	63	16	2043	2544	37	41	92.960564	على
5	2	1	1	63	17	1971	2564	35	3	64.374664	مذكرتى
5	2	1	1	63	18	1910	2563	29	18	90.869141	تفاهه
5	2	1	1	63	19	1787	2563	73	18	90.869141	للتعاون
5	2	1	1	63	20	1765	2564	3	3	92.718674	فى
5	2	1	1	63	21	1691	2563	35	18	95.436783	محا‎
5	2	1	1	63	22	2202	2548	13	31	69.348831	©
4	2	1	1	64	0	960	2559	1249	43	-1	
5	2	1	1	64	1	960	2582	2	17	63.807507	:
5	2	1	1	64	2	1440	2559	66	43	91.869316	تاريخه.‎
5	2	1	1	64	3	1525	2559	37	43	65.704651	nia
5	2	1	1	64	4	1580	2581	1	17	71.314667	|
5	2	1	1	64	5	2089	2563	91	24	92.771164	الموافقة
5	2	1	1	64	6	2043	2559	36	43	93.294395	على
5	2	1	1	64	7	1947	2563	80	24	92.573677	مذكرتي
5	2	1	1	64	8	1869	2568	37	20	93.133377	تفاهم
5	2	1	1	64	9	1782	2559	82	43	92.290482	للتعاون
5	2	1	1	64	10	1742	2559	28	43	93.246735	في
5	2	1	1	64	11	1674	2563	30	24	91.876396	مجال‎
5	2	1	1	64	12	2207	2581	2	17	90.109123	¢
4	2	1	1	65	0	888	2593	1321	31	-1	
5	2	1	1	65	1	2110	2589	75	41	32.088547	السياحة
5	2	1	1	65	2	2064	2589	34	41	93.104195	بين
5	2	1	1	65	3	2002	2589	51	41	92.888260	وزارة
5	2	1	1	65	4	1910	2589	83	41	92.660599	السياحة
5	2	1	1	65	5	1874	2589	27	41	93.291779	في
5	2	1	1	65	6	1782	2589	74	41	91.653580	المملكة
5	2	1	1	65	7	1690	2589	75	41	88.306297	العربية
5	2	1	1	65	8	1580	2604	1	17	14.923668	:
5	2	1	1	65	9	960	2605	2	16	31.146385	|
5	2	1	1	65	10	888	2593	50	23	62.953217	عليه.‎
5	2	1	1	65	11	2207	2604	2	16	76.928825	|
4	2	1	1	66	0	520	2626	1689	23	-1	
5	2	1	1	66	1	520	2644	7	5	89.201828	8
5	2	1	1	66	2	960	2627	2	16	67.842667	:
5	2	1	1	66	3	2013	2637	31	3	0.000000	ووااة
5	2	1	1	66	4	1972	2637	14	3	0.000000	الثئمنة
5	2	1	1	66	5	1887	2614	38	41	23.474571	الاق
5	2	1	1	66	6	1813	2637	70	3	23.474571	ةصادرة
5	2	1	1	66	7	1686	2637	27	3	52.721626	9
5	2	1	1	66	8	1573	2626	15	18	92.892754	©
5	2	1	1	66	9	1465	2626	96	18	91.657883	الموافقة
5	2	1	1	66	10	1418	2614	38	42	93.267105	على
5	2	1	1	66	11	1373	2626	24	18	92.991440	قرار
5	2	1	1	66	12	1295	2614	58	42	92.862411	اللجنة
5	2	1	1	66	13	1224	2614	59	42	92.969200	العليا
5	2	1	1	66	14	1164	2626	55	23	91.678856	للنقل
5	2	1	1	66	15	1055	2626	85	18	91.941978	والخدمات‎
5	2	1	1	66	16	2086	2637	7	3	69.872589	&
5	2	1	1	66	17	2207	2626	2	17	55.864426	8
4	2	1	1	67	0	202	2626	2007	64	-1	
5	2	1	1	67	1	314	2633	79	49	93.172539	بالتباحث
5	2	1	1	67	2	277	2633	26	49	93.214508	مع
5	2	1	1	67	3	198	2633	66	49	85.132790	الجانب‎
5	2	1	1	67	4	410	2633	50	49	79.691559	anis
5	2	1	1	67	5	1376	2632	68	48	38.436920	الس
5	2	1	1	67	6	1361	2632	8	18	19.818481	ل
5	2	1	1	67	7	1303	2628	43	62	95.895630	على
5	2	1	1	67	8	1179	2628	108	62	91.250870	«الموافقة
5	2	1	1	67	9	1117	2628	47	62	80.312523	على
5	2	1	1	67	10	1096	2663	4	3	77.504608	1
5	2	1	1	67	11	954	2649	14	28	77.713715	6
5	2	1	1	67	12	864	2651	75	23	92.385834	تفويض
5	2	1	1	67	13	785	2650	71	23	93.213402	معالي
5	2	1	1	67	14	737	2633	39	49	92.745026	وزير
5	2	1	1	67	15	644	2633	83	49	93.151230	الاقتصاد
5	2	1	1	67	16	541	2633	92	49	93.017868	والتخطيط
5	2	1	1	67	17	507	2651	18	23	93.223747	أو
5	2	1	1	67	18	473	2633	23	49	96.908417	من‎
5	2	1	1	67	19	1455	2663	30	3	46.508301	eat
5	2	1	1	67	20	1516	2626	45	60	49.528320	9
5	2	1	1	67	21	1580	2648	1	28	55.984936	,
5	2	1	1	67	22	1622	2631	20	50	41.551277	١
5	2	1	1	67	23	2083	2636	105	36	92.663055	السعودية
5	2	1	1	67	24	2013	2631	61	50	93.137520	ووزارة
5	2	1	1	67	25	1932	2631	69	50	90.816208	التنمية
5	2	1	1	67	26	1810	2631	109	50	92.987564	الاقتصادية
5	2	1	1	67	27	1703	2636	98	41	92.868179	والسياحة
5	2	1	1	67	28	1654	2631	38	50	75.162178	فيا‎
5	2	1	1	67	29	2207	2648	2	28	70.260742	|
4	2	1	1	68	0	206	2664	2003	64	-1	
5	2	1	1	68	1	833	2688	104	23	41.921814	الفيتنامي
5	2	1	1	68	2	787	2688	37	23	92.752701	في
5	2	1	1	68	3	734	2681	44	30	90.554253	شأن
5	2	1	1	68	4	654	2685	72	29	91.928528	مشروع
5	2	1	1	68	5	584	2688	62	24	92.182991	مذكرة
5	2	1	1	68	6	508	2688	69	24	89.402039	تفاهم
5	2	1	1	68	7	466	2693	33	18	92.397392	بين
5	2	1	1	68	8	409	2688	48	24	93.133774	وزارة
5	2	1	1	68	9	317	2688	82	18	92.815956	الاقتصاد
5	2	1	1	68	10	206	2688	101	24	91.284500	والتخطيط‎
5	2	1	1	68	11	960	2683	2	27	51.616867	|
5	2	1	1	68	12	1043	2664	50	64	50.968552	cna
5	2	1	1	68	13	1103	2668	12	34	52.968506	a
5	2	1	1	68	14	1224	2699	37	17	96.259674	في
5	2	1	1	68	15	1155	2698	59	24	57.222122	استراة‎
5	2	1	1	68	16	1337	2668	46	48	35.641396	ne
5	2	1	1	68	17	2134	2673	54	23	93.174896	الجبل
5	2	1	1	68	18	2049	2673	76	24	32.409370	الأسود,
5	2	1	1	68	19	1978	2667	58	40	93.134758	ووزارة
5	2	1	1	68	20	1896	2667	71	40	92.364929	الأراضي
5	2	1	1	68	21	1807	2673	71	24	92.017998	والبنية
5	2	1	1	68	22	1727	2673	71	23	90.750343	التحتية
5	2	1	1	68	23	1650	2673	68	24	92.672729	والنقل
5	2	1	1	68	24	1580	2682	1	17	77.347763	|
5	2	1	1	68	25	1512	2682	11	20	52.799946	مستهدف
5	2	1	1	68	26	1397	2682	8	20	56.332150	المدة‎
5	2	1	1	68	27	2207	2682	2	16	42.608051	'
4	2	1	1	69	0	220	2710	1968	48	-1	
5	2	1	1	69	1	2207	2715	2	39	24.809181	ا
5	2	1	1	69	2	2089	2710	99	24	92.788116	والسياحة
5	2	1	1	69	3	2043	2715	38	18	93.303741	في
5	2	1	1	69	4	1963	2710	71	23	68.552216	اليابان.
5	2	1	1	69	5	1495	2734	66	24	91.734253	الطرق
5	2	1	1	69	6	1456	2739	30	18	93.174828	من
5	2	1	1	69	7	1388	2732	59	25	69.253555	)760(
5	2	1	1	69	8	1341	2734	39	24	92.961189	إلى
5	2	1	1	69	9	1275	2718	57	39	48.920803	)£70(
5	2	1	1	69	10	1206	2718	61	40	92.257973	بحلول
5	2	1	1	69	11	1158	2734	40	24	93.170135	عام
5	2	1	1	69	12	1091	2718	60	34	80.631416	2030,
5	2	1	1	69	13	960	2716	2	39	60.301521	|
5	2	1	1	69	14	900	2725	38	23	50.878185	في
5	2	1	1	69	15	810	2725	81	18	93.021614	المملكة
5	2	1	1	69	16	731	2725	69	24	93.047623	العربية
5	2	1	1	69	17	618	2725	104	24	92.703285	السعودية
5	2	1	1	69	18	546	2725	63	24	92.817741	ووزارة
5	2	1	1	69	19	459	2725	78	18	93.175972	الصناعة
5	2	1	1	69	20	370	2725	81	24	91.117790	والتجارة
5	2	1	1	69	21	324	2725	37	23	92.747543	في
5	2	1	1	69	22	220	2725	95	24	91.722275	جمهورية‎
4	2	1	1	70	0	264	2760	1951	40	-1	
5	2	1	1	70	1	2092	2756	95	38	91.423218	الموافقة
5	2	1	1	70	2	2044	2756	37	38	93.071129	على
5	2	1	1	70	3	1971	2756	60	38	91.617615	مذكرة
5	2	1	1	70	4	1895	2756	65	38	91.153076	تفاهم
5	2	1	1	70	5	1852	2756	29	38	92.272629	في
5	2	1	1	70	6	1774	2756	60	38	91.593803	المجال
5	2	1	1	70	7	1645	2756	112	38	92.019981	الاستثماري
5	2	1	1	70	8	1580	2760	1	39	0.000000	:
5	2	1	1	70	9	1506	2770	55	24	92.934547	وذلك
5	2	1	1	70	10	1408	2768	88	26	91.852089	بالتواؤم
5	2	1	1	70	11	1370	2760	27	38	93.295197	مع
5	2	1	1	70	12	1270	2760	86	38	89.690140	مستهدف
5	2	1	1	70	13	1165	2760	86	38	89.690140	المحتوى
5	2	1	1	70	14	1066	2760	82	38	91.779411	المحلي
5	2	1	1	70	15	960	2761	2	39	12.301376	:
5	2	1	1	70	16	870	2762	68	25	91.293945	فيتنام
5	2	1	1	70	17	758	2760	102	26	92.240921	الاشتراكية
5	2	1	1	70	18	673	2762	76	24	92.556870	للتعاون
5	2	1	1	70	19	636	2756	27	35	93.301514	في
5	2	1	1	70	20	549	2762	200	24	91.560471	المجال
5	2	1	1	70	21	425	2762	114	23	55.659988	الاقتصاديء
5	2	1	1	70	22	327	2756	89	35	91.877693	والتوقيع
5	2	1	1	70	23	264	2756	53	35	92.425560	عليه.‎
5	2	1	1	70	24	2201	2760	14	27	96.711792	©
4	2	1	1	71	0	247	2796	1962	53	-1	
5	2	1	1	71	1	383	2795	48	52	93.303108	رئيس
5	2	1	1	71	2	345	2839	3	3	96.049141	مجلس
5	2	1	1	71	3	247	2819	48	24	90.704437	إدارة
5	2	1	1	71	4	192	2818	26	24	91.853882	هيئة‎
5	2	1	1	71	5	443	2795	42	52	59.978977	«ilo
5	2	1	1	71	6	553	2819	2	18	90.600830	|
5	2	1	1	71	7	2207	2804	2	39	17.142136	ا
5	2	1	1	71	8	2158	2798	33	48	96.835335	بين
5	2	1	1	71	9	2098	2798	48	48	92.472229	وزارة
5	2	1	1	71	10	1996	2798	93	48	92.673721	الاستثمار
5	2	1	1	71	11	1957	2798	24	48	93.276779	في
5	2	1	1	71	12	1867	2798	74	48	93.015045	المملكة
5	2	1	1	71	13	1780	2798	70	48	89.428658	العربية
5	2	1	1	71	14	1670	2798	101	48	91.944023	السعودية
5	2	1	1	71	15	1580	2804	1	39	33.095390	ا
5	2	1	1	71	16	1455	2796	111	53	93.032845	للمشتريات
5	2	1	1	71	17	1347	2796	97	53	92.674271	الحكومية
5	2	1	1	71	18	1296	2796	38	53	93.036156	حسب
5	2	1	1	71	19	1151	2796	124	53	92.453606	الاستراتيجية
5	2	1	1	71	20	1059	2796	82	53	89.808380	الوطنية
5	2	1	1	71	21	952	2805	16	39	61.346161	6
5	2	1	1	71	22	862	2796	75	52	92.823692	تفويض
5	2	1	1	71	23	788	2819	68	23	92.695671	معالي
5	2	1	1	71	24	740	2796	38	51	91.495758	وزير
5	2	1	1	71	25	644	2796	84	51	92.896729	الاتصالات
5	2	1	1	71	26	568	2820	64	23	90.372269	وتقنية‎
4	2	1	1	72	0	239	2839	1970	42	-1	
5	2	1	1	72	1	2041	2835	73	55	93.220703	الشراكة
5	2	1	1	72	2	1996	2835	36	55	93.291206	بين
5	2	1	1	72	3	1897	2835	90	55	89.161514	القطاعين
5	2	1	1	72	4	1828	2835	55	55	93.297859	العام
5	2	1	1	72	5	1742	2835	76	55	92.980591	والخاص
5	2	1	1	72	6	1695	2835	34	55	93.226814	في
5	2	1	1	72	7	1456	2841	105	24	27.053871	للتوطين».
5	2	1	1	72	8	960	2850	2	28	39.336399	|
5	2	1	1	72	9	853	2857	84	24	91.737480	الحكومة
5	2	1	1	72	10	772	2857	71	24	91.285866	الرقمية
5	2	1	1	72	11	741	2850	18	31	93.265587	أو
5	2	1	1	72	12	709	2841	21	46	96.991295	من
5	2	1	1	72	13	638	2841	60	46	80.735031	ينيبه,
5	2	1	1	72	14	551	2841	78	46	93.186638	بالتباحث
5	2	1	1	72	15	519	2841	24	46	93.304802	مع
5	2	1	1	72	16	447	2841	56	46	92.178757	الجانب
5	2	1	1	72	17	338	2841	94	46	90.672394	الإستوني
5	2	1	1	72	18	298	2841	29	46	93.278229	في
5	2	1	1	72	19	239	2841	42	46	92.424263	شأن‎
5	2	1	1	72	20	2131	2835	56	55	37.962612	diag
4	2	1	1	73	0	230	2876	1979	36	-1	
5	2	1	1	73	1	230	2895	30	17	38.060879	dual
5	2	1	1	73	2	516	2894	40	18	52.929462	الحكومة
5	2	1	1	73	3	488	2895	6	2	84.047752	الرقمية
5	2	1	1	73	4	397	2894	55	18	83.450928	في
5	2	1	1	73	5	385	2894	2	18	79.536530	|
5	2	1	1	73	6	309	2894	8	18	89.419891	ة‎
5	2	1	1	73	7	611	2892	33	20	27.107903	aim
5	2	1	1	73	8	686	2900	3	2	66.036026	٠
5	2	1	1	73	9	762	2894	44	18	57.995346	lat
5	2	1	1	73	10	1352	2897	15	3	0.000000	اإختام
5	2	1	1	73	11	1299	2874	22	38	17.283943	ال
5	2	1	1	73	12	1228	2895	18	5	29.809296	اعم
5	2	1	1	73	13	1199	2898	18	2	49.630638	دع
5	2	1	1	73	14	1121	2898	7	2	94.429634	8
5	2	1	1	73	15	960	2883	2	28	69.521744	|
5	2	1	1	73	16	909	2892	6	5	78.980255	مك
5	2	1	1	73	17	834	2894	2	3	67.835007	ذكرة‎
5	2	1	1	73	18	1534	2882	47	18	49.713551	wad
5	2	1	1	73	19	2099	2872	86	38	82.695076	جمهورية
5	2	1	1	73	20	1997	2872	91	38	92.406700	بنغلاديش
5	2	1	1	73	21	1887	2872	88	38	90.849800	الشعبية.‎
5	2	1	1	73	22	2207	2882	2	17	77.701988	|
4	2	1	1	74	0	245	2894	1964	28	-1	
5	2	1	1	74	1	2207	2904	2	17	20.803818	ا
5	2	1	1	74	2	1573	2900	15	21	96.989456	©
5	2	1	1	74	3	1497	2897	63	18	92.775650	اعتماد
5	2	1	1	74	4	1397	2897	90	23	92.105316	الحسابين
5	2	1	1	74	5	1292	2897	95	23	91.153519	الختاميين
5	2	1	1	74	6	1227	2890	55	35	89.364288	لهيئة
5	2	1	1	74	7	1159	2890	58	35	92.460663	تقويم
5	2	1	1	74	8	1067	2897	74	24	7.560921	التعليم.
5	2	1	1	74	9	960	2917	2	5	69.081177	|
5	2	1	1	74	10	866	2899	71	21	91.314827	مشروع
5	2	1	1	74	11	797	2894	61	24	91.361954	مذكرة
5	2	1	1	74	12	722	2899	36	19	92.866150	تفاهم
5	2	1	1	74	13	681	2900	31	17	93.000076	بين
5	2	1	1	74	14	623	2899	49	18	92.597710	هيئة
5	2	1	1	74	15	560	2894	46	24	92.296448	الحكومة
5	2	1	1	74	16	443	2894	69	24	92.705925	الرقمية
5	2	1	1	74	17	407	2890	26	36	93.038284	في
5	2	1	1	74	18	308	2894	72	18	91.069206	المملكة
5	2	1	1	74	19	245	2894	46	24	72.404915	العربي‎
4	2	1	1	75	0	234	2925	1981	32	-1	
5	2	1	1	75	1	836	2931	101	24	92.046448	السعودية
5	2	1	1	75	2	764	2931	62	24	92.232277	ووزارة
5	2	1	1	75	3	707	2924	47	36	91.822639	ريادة
5	2	1	1	75	4	623	2924	71	36	91.822639	الأعمال
5	2	1	1	75	5	505	2931	108	24	91.970818	وتكنولوجيا
5	2	1	1	75	6	385	2931	106	24	92.663834	المعلومات
5	2	1	1	75	7	342	2924	30	36	92.705475	في
5	2	1	1	75	8	234	2931	260	24	90.162788	جمهورية‎
5	2	1	1	75	9	960	2928	2	28	53.176720	|
5	2	1	1	75	10	1076	2933	50	18	62.955322	ama
5	2	1	1	75	11	1138	2923	56	38	92.028282	الملك‎
5	2	1	1	75	12	1208	2923	51	38	76.795135	purl
5	2	1	1	75	13	2131	2921	59	39	89.378174	إنشاء
5	2	1	1	75	14	2075	2921	47	39	92.582825	هيئة
5	2	1	1	75	15	2016	2921	47	39	92.116653	باسم
5	2	1	1	75	16	1923	2921	82	39	90.940796	(الهيئة
5	2	1	1	75	17	1809	2929	380	27	91.995926	السعودية
5	2	1	1	75	18	1728	2925	72	30	91.890945	للألعاب
5	2	1	1	75	19	1618	2932	101	24	89.380882	والرياضات
5	2	1	1	75	20	1580	2927	1	28	47.056805	|
5	2	1	1	75	21	1468	2933	93	24	61.530823	والتدريب.
5	2	1	1	75	22	1342	2931	117	26	92.427963	والمؤسسة
5	2	1	1	75	23	1269	2923	63	38	93.186989	العامة‎
5	2	1	1	75	24	2201	2927	14	28	95.678200	©
4	2	1	1	76	0	264	2960	1945	33	-1	
5	2	1	1	76	1	2067	2967	121	26	36.797127	الإلكترونية),
5	2	1	1	76	2	2009	2968	49	24	91.413803	وفقا
5	2	1	1	76	3	1907	2968	92	24	91.413803	لترتيباتها
5	2	1	1	76	4	1788	2968	109	23	92.290939	التنظيمية.
5	2	1	1	76	5	1580	2960	1	28	56.570816	|
5	2	1	1	76	6	1513	2969	47	24	55.873978	لعام
5	2	1	1	76	7	1450	2969	53	22	93.298195	مالي
5	2	1	1	76	8	1378	2969	62	24	86.978142	سابق.
5	2	1	1	76	9	960	2973	2	16	67.616547	|
5	2	1	1	76	10	865	2969	74	24	92.726379	إستونيا
5	2	1	1	76	11	796	2969	58	24	91.607430	لتعزيز
5	2	1	1	76	12	714	2969	74	24	91.607430	التعاون
5	2	1	1	76	13	668	2969	37	23	93.136475	في
5	2	1	1	76	14	607	2969	51	23	92.664642	مجال
5	2	1	1	76	15	513	2969	85	24	91.863121	الحكومة
5	2	1	1	76	16	422	2969	81	24	60.936531	الرقمية,
5	2	1	1	76	17	322	2969	91	24	92.355568	والتوقيع
5	2	1	1	76	18	264	2969	50	22	90.704697	عليه.‎
5	2	1	1	76	19	2207	2960	2	28	0.000000	:
1	3	0	0	0	0	0	0	2363	3189	-1	
2	3	1	0	0	0	139	147	2078	2831	-1	
3	3	1	1	0	0	142	147	2075	2831	-1	
4	3	1	1	1	0	170	147	1925	39	-1	
5	3	1	1	1	1	1804	173	17	4	46.366821	a:
5	3	1	1	1	2	2089	175	6	6	54.195370	1‏
5	3	1	1	1	3	351	153	30	21	86.670059	2
5	3	1	1	1	4	292	152	42	22	36.761417	ار
5	3	1	1	1	5	236	147	42	39	60.457771	اجر
5	3	1	1	1	6	170	147	52	39	0.000000	اجر
4	3	1	1	2	0	148	160	1965	75	-1	
5	3	1	1	2	1	1977	183	136	29	49.206509	الأخبار
5	3	1	1	2	2	1784	169	71	66	74.113602	الجمعة
5	3	1	1	2	3	1763	173	9	50	93.079758	9
5	3	1	1	2	4	1689	169	63	66	82.378113	جمادى
5	3	1	1	2	5	1640	174	29	49	36.081928	si‏
5	3	1	1	2	6	1612	189	17	45	86.018440	ة
5	3	1	1	2	7	1536	205	89	18	80.038101	1445ه
5	3	1	1	2	8	1509	205	20	18	31.305984	22
5	3	1	1	2	9	1440	210	30	13	89.102203	ديسمبر
5	3	1	1	2	10	1363	205	49	18	93.278145	2023
5	3	1	1	2	11	462	169	34	53	96.980339	3
5	3	1	1	2	12	420	160	3	71	94.293777	|
5	3	1	1	2	13	386	171	19	57	21.031693	<
5	3	1	1	2	14	347	171	29	57	41.888336	:ام
5	3	1	1	2	15	249	175	154	42	73.655815	القرى
5	3	1	1	2	16	177	175	64	42	13.643646	cide‏
5	3	1	1	2	17	148	175	18	42	61.177017	4
4	3	1	1	3	0	166	207	1668	47	-1	
5	3	1	1	3	1	1343	210	16	19	48.772045	ene
5	3	1	1	3	2	1432	225	52	3	54.850250	He
5	3	1	1	3	3	1624	211	24	18	58.913963	0
5	3	1	1	3	4	1743	225	3	3	38.668228	1
5	3	1	1	3	5	1831	225	3	3	40.008045	1‏
5	3	1	1	3	6	342	207	42	47	29.587181	تي"
5	3	1	1	3	7	333	218	1	22	54.912701	|
5	3	1	1	3	8	295	207	27	47	32.320786	نت
5	3	1	1	3	9	277	218	1	22	33.746407	|
5	3	1	1	3	10	239	207	27	47	0.000000	نر
5	3	1	1	3	11	166	207	53	47	48.548996	سرود
4	3	1	1	4	0	703	320	100	30	-1	
5	3	1	1	4	1	703	320	26	30	55.545826	vy
